;Stemming;label
778;mad hink sandwich generation syukur terimakasih mom dad youre nyata mvp;Positive
779;dadimdum single sandwich generation sikat fokus kerja diatara pikir matang;Negative
780;hapus sandwich generation ojk luncur peta jalan dana pensiun;Neutral
781;monstreza jelang pandemi covid resign kerjan stress pindah carer banting tulang jebak sandwich generation;Neutral
782;mad hink sandwich generation orang tua sadar didik uang mbayari lulus kuliah meni orang suport istri kerjasekolah;Negative
783;mad hink privilegeku sandwich generation;Neutral
784;sandwich generation beli perlu susah;Negative
785;kesal sandwich generation kadangkadang kasih uang hedon;Negative
786;outshyder iya uang hbisandwich generation;Neutral
787;nikah gede nangung utang iya allah sandwich generation;Negative
788;kegblgnunfaedh dulunya tau dewasa sandwich generation enggak bakal makan biar;Negative
789;miskin kah waiji enak sakitsakitan bujang uang bagi treasure sandwich generation becanda tolong hujat;Negative
790;sandwich generation asa gantung orang tuagmn yamau achieve gantung;Positive
791;tenwayvx dewasa sandwich generation nanges;Neutral
792;bilang kontradiktif perempuan pakai cadar kerja perempuan cadar sandwich generation hidupin keluarga generalisation pada finest;Neutral
793;aunrahman iya generasi sandwich generation of fotbal;Neutral
794;sandwich generation konstruksi anak durhaka sirna negara kelola pajak prioritas fasilmum layan masyarakat wagesforhousework;Neutral
795;tale of celestia tidak tahu abang sandwich generation oy gen uang;Neutral
796;meinmokhtar sedih sandwich generation family pandang susah tolong orang uang langsung orang;Negative
797;kinda rude but obviously stand mari putus rantai sandwich generation mati;Negative
798;kuat iya allah insya allah rezeki alir sandwich generation lipat;Positive
799;iya sandwich generation gaji habis pakai bayar hutang orang tua kesal;Negative
800;meinmokhtar baik bromake your movex sandwich generation munkin xrasa deme adu;Neutral
801;semangat sandwich generation caloncalon sandwich generation moga allah ganti jerih payah halhal baik;Negative
802;kasur afordable harga masuk akal sandwich generation apayak;Positive
803;ownsins kerja kerja kerja duit langsung lenyap nasib sandwich generation;Negative
804;uang uang boros dikit salah child sandwich generation midle clas economy paham;Negative
805;irishalyn aintani tuju rumah mesti rutin nabung investasi rasai capek sandwich generation;Neutral
806;thats fuckin problems bahas indonesia sandwich generation orang tua same thing;Negative
807;sehat sehat sandwich generation umur biar lihat anak orang sukses biar enggak usah kesal fisik mental;Negative
808;reyhansagevti khawatir jodoh khawatir sandwich generation idk tahan myself;Neutral
809;iya hancur sandwich generation takdir hidup;Negative
810;iya sandwich generation yalah raya;Positive
811;cithetic hubung sandwich generation tulang pungung kwarga beli alhamdulilah menang dikit;Positive
812;sedih bagus nikah tua urus sandwich generation;Negative
813;riyuka bunga tekan sandwich generation butuh sosok nguatin;Neutral
814;strategi bisnis kelas tengah sibuk sandwich generation nungu sodara selesai sekolah nikah;Neutral
815;sarap pakai sandwich kenyang sandwich generation;Positive
816;ajar kalong gaji juta ngekost sandwich generation yay nay;Negative
817;work sedih sandwich generation biar ikhlas iya;Negative
818;langkah kondisi sandwich generation artikel kali bahas langkah laku kondisi sandwich generation ayo simak;Neutral
819;sandwich generation rezeki rezeki orang;Positive
820;yatim sandwich generation moga lelah lilah amin;Positive
821;reyhansagevti ironis orangtua jadi anakanak sandwich generation paham sengaja tutup mata;Negative
822;iya orang sandwich generation hidup roler coaster;Negative
823;sandwich generation enak iya allah rasai hidup tenang pikir makan butuh;Positive
824;suga indonesia fanbase alhamdulilah yongi sandwich generation;Positive
825;sayang chese sandwich generation beli barang apa;Neutral
826;uang juta mingu resiko sandwich generation;Neutral
827;kerja asa tabung tuhan sandwich generation;Neutral
828;pickasouls kakak sedih jujur rasai noah rasai sandwich generation enak noah mafin hati lapang another level;Negative
829;dsuperboy pensiun muda kondisi uang limpah sehinga sesuai tua bikin anak sandwich generation;Neutral
830;sibuk childfre hasil akibat sandwich generation bentuk mentaliti;Neutral
831;orangtua tega anak rasai sandwich generation;Neutral
832;es kontol statement sampah sandwich generation;Neutral
833;tolong kuat anak iya allah sandwich generation;Negative
834;muncul pikir nyuruh abim opek sere godhong jeruk godhong salam sesuai jalan kelak bibit sandwich generation;Negative
835;syukur sandwich generation are privileged;Positive
836;gaji kurang adu nasib sandwich generation sisa disimpen syukur;Negative
837;dewi persik kerja biaya keluarga banga sandwich generation capai;Neutral
838;sandwich generation gaji juta bagi hidup keluarga kuliah ugm jtsmstr nabung nikah butuh sidang tolong doain lancar;Neutral
839;angota grup tsara nafisah azahra psikologi media sosial kesejahteran sehat mental sandwich generation tangung pkm pkm pkmpendanan pkmrsh;Neutral
840;angota grup yesi yolanda tanosady akuntansi media sosial kesejahteran sehat mental sandwich generation tangung pkm pkm pkmpendanan pkmrsh;Neutral
841;angota grup lutfia nika psikologi media sosial kesejahteran sehat mental sandwich generation tangung pkm pkm pkmpendanan pkmrsh;Neutral
842;kenal program angota grup pkmrsh sandwichgen hm program kreativitas mahasiswa get know media sosial kesejahteran sehat mental sandwich generation tangung pkm pkm pkmpendanan pkmrsh;Neutral
843;polixci boros bayarin butuh keluarga sandwich generation;Negative
844;iya sandwich generation tabung gin;Neutral
845;aphrodytext fel kadang pikir moga orang tua anak jadin anak sandwich generation;Negative
846;kalyaputri kesal sesuai umur hina bomer gen kali sesuai rada tuan hina gen tertawa sandwich generation;Negative
847;sandwich generation kerja gaji doang senang mikir;Positive
848;ayrusibib geram dengar perkatan sandwich generation;Neutral
849;anjing sandwich generation mende lak;Negative
850;bacot butuh gen gaji dugem noh lihat gen sandwich generation goblok tertawa;Negative
851;meinmokhtar post st sandwich generation tdtgh baca hilag;Neutral
852;kerja sandwich generation sometime they canot adapt method die salah orang;Neutral
853;dadak sandwich generation wajib bayar hutang hutang;Neutral
854;moga anak gajadi sandwich generation iya;Neutral
855;kelas tulisanya beranta pakai katai gen lemah mental tau sandwich generation anak tulang pungung keluarga mental kekmana;Negative
856;bantu bayar hutang beban sandwich generation dikit dikit rutin;Neutral
857;lupa deng anak sandwich generation yatim;Neutral
858;hidup lomba orang beda qodarulah takdir sandwich generation celetuk istri kerja duit mana xd;Negative
859;egen sandwich generation tjd hidup;Positive
860;deven cp cepat kerja teman toxic sehat sandwich generation;Neutral
861;txtdaritiktok murtadha thats tuhan ide biar orang gila kawin putus kalimat sandwich generation;Negative
862;sandwich generation keluarga organisasi aneh;Negative
863;pikir bikin sandwich generation subur tambah anak iya biar pintu rezeki lebar;Negative
864;whathefaz haziqwerty sandwich generation tangung orang tua tangung anak anon context tangung orang tua adik;Neutral
865;lejuoyen serah semangat sandwich generation;Positive
866;myendorphines being sandwich generation kakak;Neutral
867;lupa kontribusi perintah bikin orang berat sandwich generation;Neutral
868;prinsip hidup sandwich generation pilih anak nungu kakek nenek meningal;Negative
869;anak rezeki punya ngebiayain anak zaman layak orangtuanya mati ngurusinya kontribusi tertawa sehat sandwich generation;Negative
870;sekte anak kuat bumi anak perempuan anak kasih sayang tulang pungung sandwich generation trauma;Negative
871;sandwich generation mengangap menangung biaya keluarga wujud abdi orang tua yasudah biar fafifuwasweswos sok bilang orang tua enggak bisa pikir kritis kelola financial;Negative
872;vierda sandwich generation wujud perkatan orang anak tua urus;Neutral
873;omong sandwich generation tau arti sandwich generation;Negative
874;kenal salah orang case sandwich generation mati kesal mental qodarulah tuhan kasih meningal muda;Negative
875;vierda keluarga sandwich generation lalai orang tua keluarga sandwich generation usaha baik orang tua;Neutral
876;madison kitay gaboleh korban eksploitasi anak nyata sandwich generation viral;Neutral
877;aneh bjir orang sandwich generation;Negative
878;semangat anak gadis sandwich generation kuat iya banyak doa allah moga allah mudah urus;Positive
879;anak sandwich generation pedih semangat;Positive
880;sandwich generation orangtua pasang mandiri finansial orangtua pasang anak;Neutral
881;sat sing liyo sandwich generation berbangalan sing ndue orang tua melek investasi;Negative
882;sandwich generation indonesia jadin bias asih orang tua bantuin kakak adeknya jadi dosa iya hidup;Negative
883;sandwich generation manusia pikir anak investasi gilir investasi bodong marahmarah bangsat;Negative
884;tertawa sandwich generation orang who doesnt ideal view of mariage nikah main goal;Positive
885;orgtua nyusain anak mantu zolim nama anak didik sandwich generation aneh;Negative
886;ainilului suami sandwich generation alhamdulilah bapa mudik kasih uang bensin masak main mal dibekelin uang jajan;Positive
887;cowok sandwich generation kumpulin uang beli robot cewek biar sepi semangat nabung;Negative
888;erti iya koar sandwich generation komentar benar sadwich minimal baca threadnya komen;Neutral
889;derymars trickyinvestor iya kurang sandwich generation sukses ekspos ekspos negatif percaya laku sandwich generation sukses;Positive
890;coba ikhlas tertawa nasib sandwich generation;Positive
891;gusti lapang dada anak perempuan sandwich generation;Positive
892;bahagia eh dewasa kerja uang habis urus dapur token listrik keluarga nyala anakanak broken rumah sandwich generation;Negative
893;gila nasib sandwich generation tawa karirsampemaunangis;Negative
894;tanya orang giat tabung faktor bermacamacam sandwich generation tau atur uang faktor;Negative
895;sehat sehat anak sandwich generation;Positive
896;isokay orang tua baik kecil sandwich generation buruk besar;Negative
897;sedih kuliah orang tua hilang jaya enggak mau lulus sandwich generation;Negative
898;arsipaja semangat sandwich generation level negara;Positive
899;uji ekonomi nikah sandwich generation gaji segitu asih orang tua nabung duga;Neutral
900;act sohyun act jay kaum tengah mah gencet sandwich generation umr potong tapera;Neutral
901;nasib sandwich generation dunia kasar kapitalis kasar mai kasar iya allah;Negative
902;mariwposa sandwich generation iya iya;Neutral
903;mahal tolong anak keluarga sandwich generation;Negative
904;pantesan mai jago beban sandwich generation tertawa;Positive
905;mariwposa anak satu nyata sandwich generation turun keluarga cendana kerja keras kuda;Positive
906;kesal sandwich generation babi hidup tahi;Negative
907;weirdobang cursedkid sebelas timnas wajib keluarga bahagia sandwich generation orang;Neutral
908;adi value sandwich generation sisih gaji orang tua fan biaya sekolah adik adik;Neutral
909;tangkira orang tua harap sandwich generation;Neutral
910;orang nonton konser kerja iya sandwich generation;Neutral
911;sandwich generation mah bisa yasudah ambil cari;Negative
912;pikir kaum tengah sandwich generation mending meningal;Negative
913;worksfes sandwich generation indonesia emas omong kosong parah normalisasi politik dinasti tapera indonesia krisis realistis;Negative
914;hidup susah mending ganti hidup sederhana makan sekolah kuliahin anak jadi sandwich generation kasihan mental anakanak;Negative
915;darderdora sandwich generation beban awkwk;Neutral
916;untung gen ipad gen milenial cuba unormalised sandwich generation;Positive
917;convomf hemat tinggal orang tua sandwich generation kerja;Positive
918;asi value mah sandwich generation;Positive
919;rasai ngontrak rumah sandwich generation enteng omong birokrasi;Negative
920;temenku eksten ui dalem hati sandwich generation subsidi orang tua;Neutral
921;asi value ngewajarin dinasti politik keluarga asi value mengeneralisasi sandwich generation;Neutral
922;worksfes sandwich generation kakak gaya hidup hedon gaya hidup hedon mending atur ulang budgeting;Neutral
923;michikobron lepas jerat sandwich generation puji syukur gaji potonganya;Neutral
924;self reward selfreward sandwichgeneration uang gaji karyawan yourself;Neutral
925;mangat yaw sandwich generation asih orang tua sedekah tangung;Negative
926;amidxo kasihan sandwich generation utang nangung;Negative
927;pagi cerah mingu ah beli sepatu entitas darimana sepatu rusak voly tanggal sandwich generation routines;Negative
928;sakit orang tua tengkar kisah percintan babi sandwich generation anak perempuan;Negative
929;pandji asi value manusia rights lontar sandwich generation asi value dinasti politik hm asi value;Neutral
930;hrdbacot asi value sandwich generation dinasti politik asi value tertawa;Positive
931;sandwich generation juang iya lingkar setan;Negative
932;tulang pungung keluarga sandwich generation anthem;Neutral
933;jogmfs tuhan steady sandwich generation bahagia untuk;Positive
934;haloagit tanyakanrl orang tua kerja butuh anak biar sekolahkuliah tenang khawatir biaya syukur selamat anak sandwich generation;Neutral
935;orang utang iya gaya hidup hedon nyewa mobil jalan curhat bilang sandwich generation gedik;Negative
936;gaprnh ngeluh sandwich generation kayak;Negative
937;iya allah moga anak sandwich generation amin kencang;Positive
938;anak tungal adik sandwich generation argh;Neutral
939;wes sandwich generation jancuk bajilak tenan;Neutral
940;vanilalate kegblgnunfaedh kisah sandwich generation variatif tingkat case sengaja tertawa;Neutral
941;guoba nation nasib sandwich generation indonesia;Negative
942;sandwich generation ver biaya keluarga biaya orang tua biaya adik biaya perintah;Neutral
943;perintah bikin panti jompo streotypenya negative budaya sandwich generation forever;Neutral
944;sandwich generation gaji umr berita;Neutral
945;inminix keturunanya kandidat sandwich generation;Neutral
946;budaya indonesia daya sandwich generation;Neutral
947;sandwich generation disalahsalahin beli rumah tiwas metizen geger belah ngontrak beli kpr jebul tagih beli;Negative
948;kumpar budaya indonesia sandwich generation;Neutral
949;kumpar budaya sandwich generation turun turun bansos laris manis;Positive
950;kumpar sip mari budaya sandwich generation budaya modern angap budaya negara kocak kembang;Neutral
951;besok makan nasib sandwich generation;Neutral
952;pusing sandwich generation simak atas;Negative
953;bilang sandwich generation ngehandle jir;Neutral
954;sandwich generation gaji turun sandwich generation genz tapera;Neutral
955;ribkadel gaji umr dikit sandwich generation selesai hidup kerja makan;Negative
956;neobuladust omong sandwich generation maaf sbelumnya;Neutral
957;detikcom budaya indonesia sandwich generation eh;Neutral
958;parah sandwich generation ukur juta ribu;Negative
959;peras masyarakat kelas tengah sandwich generation negara humor orang anak cucu syl enjoying their hidup tertawa;Negative
960;gadingnstn asulthoni keluar sandwich generation;Neutral
961;magang kerja sandwich generation sapi perah kayak;Negative
962;sandwich generation cuz blio tidak tahu teknologi osend loc lucu;Positive
963;sandwich generation nangung beban keluarga suruh nangung beban negara;Negative
964;wow tahap diceramahin ngebahas suruh bantu ekonomi keluarga sksksksk hidup sandwich generation;Negative
965;sandwich generation fedbacknya dinjekinjek istri dighibahin sodara tau apapa;Neutral
966;lelah sandwich generation tips orang ikhlas generasi;Negative
967;tanyarlfes gaji paspasan sandwich generation potong tapera pusing atur keuanganya;Neutral
968;tapera laku sandwich generation hasil gitu juta tangungan;Neutral
969;tanyarlfes congratz iya teman moga harta berkah aku sandwich generation simpenan bentuk semi liquid senang harta simpenan;Positive
970;shout sandwich generation tambah perintah beban hidup surga perintah masuk akhir habis kali tengelem dikencingin masyarakat negara;Negative
971;kelas tengah sandwich generation ambil depresiasi gaji umr juta kak kali juta;Neutral
972;gaji umr sandwich generation potong semangat hidup;Negative
973;sehat sandwich generation tertawa tertawa;Positive
974;sandwich generation keluarga sandwich generation masyarakat;Neutral
975;laperv convomf anak sandwich generation kakak syukur hidup anugerah serah;Positive
976;sandwich generation menang darah pojok;Neutral
977;krun apa yanh sandwich generation;Negative
978;malesinah bantu lunasin hutang keluarga lelah sandwich generation;Negative
979;opetpapasi uang sandwich generation uang tinggal ribu dompet atm habis keluar asih hasil beliau;Neutral
980;anak cewek sandwich generation hidup tengah keluarga patriark garis keras uji nyali hidup;Negative
981;qhadarusmantini gp tabung sandwich generation adeknya orang tua tertawa wkwkwkw;Neutral
982;reyhansagevti teman percaya sandwich generation die hidup senak kah sosial media hasil terbranding;Neutral
983;cipta sandwich generation wajib kakakabang tangungan orang tua tangungan kakak;Neutral
984;rsrhma tanyakanrl kakak sandwich generation;Neutral
985;orang pungung berat akuin sandwich generation banga;Negative
986;ahcegil anak investasi sandwich generation nyuruh buru kawin makan batu senang tulang pungung kluarganya;Positive
987;sandwich generation anak muda bayar hutang kanya moga bahubahu kuat;Negative
988;anak perempuan sandwich generation lengkap;Positive
989;cewek gaji work teman sandwich generation asih orang tua gaji;Negative
990;geleng kepala orang perintah niat pakai siswa loan ukt ting gumana sandwich generation indonesia cemas;Negative
991;siswa loan konsep segar lulus cari kerja susah kerjan gaji bawah umr sandwich generation;Neutral
992;sickil sehatsehat teman sandwich generation;Neutral
993;pikir meni lancar bahagia suami ujianya orangtua suami bilang suami sandwich generation;Negative
994;tanyarlfes ayo ayo sandwich generation;Neutral
995;sosmedkeras sehat iya sandwich generation;Neutral
996;linabosanova sandwich generation indonesia nama safety net contoh safety net eropa bpjs ketenagakerjan sehat gratis sekolah gratis transportasi murah;Neutral
997;jogmfs orang mger sandwich generation sender cari cari;Neutral
998;moga teman sandwich generation juang rezeki limpah iya sehinga bahagia keluarga penting;Positive
999;tanyakanrl orang akademisi menteri didik biar jeplak parah sandwich generation;Neutral
1000;iya allah moga sandwich generation sekolah spesialis funding lpdp;Neutral
1001;duolion reytiawrites biar sikap sandwich generation ekstrim iya;Negative
1002;linabosanova moga centang biru ringan beban sandwich generation;Neutral
1003;kompascom semangat kakakakak sandwich generation zaman adik masuk kuliah spend uang banyak;Neutral
1004;sandwich generation orang berdarahdarah pas hidup max orang;Negative
1005;mah libat pinjol judol sandwich generation suruh ngutang negara bayar kuliah kasihan rakyat;Negative
1006;sandwich generation e mimpi henti tertawa pulang childfre moga ekonomi ti;Negative
1007;cursedkid kakak elon adik kesi dijadin sandwich generation;Neutral
1008;kesal independen woman sandwich generation;Negative
1009;kuliah lilit pinjol kuliah pakai siswa loan literasi uang keluarga sandwich generation sedih generasi terus;Negative
1010;sofiesyarief tuju hidup pas minus kasih gizi didik maks ujung sandwich generation;Neutral
1011;sofiesyarief hrdbacot pusing kerjain skripsi tambah lulus utang lulus langsung cari kerja bayar utang kena sandwich generation;Neutral
1012;sandwich generation siswa loan bajing negara;Neutral
1013;sandwich generation habis lulus ngangur siswa loan pikir negara maju kali;Negative
1014;roycharleston iya dikuatkuatin pilih sandwich generation mah;Neutral
1015;roman dwiky salah tahan sandwich generation berani ambil action sifat high risk high return kerja negeri couldnt tuju more;Neutral
1016;tanyakanrl kakaku teman lahir sandwich generation;Neutral
1017;iya allah tolong kasih lelaki raya bayarin cicil hutang keluarga iya allah kesal sandwich generation nikmat uang iya allah;Negative
1018;falingincel litlesecret tebak arya sandwich generation sesuai dewasa orang tua doyan jual jualin harta anak;Neutral
1019;kegblgnunfaedh kasihan anak sandwich generation moga lekas pulih iya dik sekolah main;Negative
1020;tanyakanrl ih belah bogor receh jamet cakep utama percaya diri sandwich generation agama akhlak tolong bimbing kakak;Neutral
1021;amin iya allah lancar rezeki cewek sandwich generation iya allah;Positive
1022;indonesia aku fatherlesnya lewat dar fatherles sandwich generation masuk bagianya;Neutral
1023;mimxlio sandwich generation iya kakak semangat;Positive
1024;kebeneran sandwich generation tangungan pakai mending beli rumah tangung nyicil;Negative
1025;anak perempuan sandwich generation combo kuat lambai tangan ctv;Neutral
1026;angraeniknr udahmah milenial sandwich generation suruh nabung ratus juta;Neutral
1027;teman sandwich generation semangat iya moga pahala alir deras moga mudah jala moga habis rezeki;Positive
1028;tementemenku habis kuliah kena sandwich generation ingat temantemanku cari uang sisih sesuai target mending kerja negeri;Negative
1029;tanyarlfes daftar umur isi twet keluh kesah sandwich generation kali tertawa dah;Neutral
1030;cari uang mana iya anak perempuan sandwich generation hari;Negative
1031;convomfs langsung kerja korporat cari uang maba sandwich generation lulus;Neutral
1032;yanzero takut turunin sandwich generation anak;Negative
1033;lia sandwich generation masha alahnya privilage allah orang tua lia iya suami lia;Negative
1034;sandwich generation biaya orang tahu jalan dunia akhirat;Positive
1035;untung sandwich generation beli langsung diturutin gapapa gweh kuat ngejalaninya yaloh yaloh semangat titik;Positive
1036;orang enggak mau kerja urus mental health sandwich generation childfre hujat paham lgbt;Negative
1037;apralzolam ardisatriawan uang uang anak baby bomers gen kali sumber generasi milenial sandwich generation;Neutral
1038;malam makimaki negara banyak sandwich generation;Neutral
1039;anak perempuan tangung tulang pungung keluarga kerja niat nabung kuliah eh sandwich generation;Negative
1040;sehat sehat iya anak sandwich generation;Positive
1041;ratuchan tidak tahu bogor jakarta sandwich generation single income fomo boros ideal minimal juta hidup cukup;Negative
1042;uang sangon kemarin cukuptapi yaudah nama sandwich generation save bismillah;Neutral
1043;sandwich generation beban tekananya lalalala;Negative
1044;fes alas pacar nikah ajak omong hati hati orang tua cowok komenya sandwich generation;Negative
1045;sehat sehat anak perempuan sandwich generation;Positive
1046;pengabdikiming umfes alipgotnojams sat santa beban finansial mas tahun sehatsehat anak sandwich generation;Neutral
1047;kiyandrasaputra sandwich generation yahudi sebar fakta tongkrong;Neutral
1048;kompascom sambung akibat sandwich generation;Neutral
1049;angapan rezeki nikah rezeki istri rezeki anak salah jdikan tumpu takut sandwich generation;Neutral
1050;kemarin kantor acara kelas financial planing sandwich generation hambar isi faifu fel hubung anak sandwich;Negative
1051;tertawa tertawa kesal jelasin kakak pribadi paham sandwich generation;Negative
1052;themad adam pikir arti sandwich generation keluh kondisi asih uang keluarga;Negative
1053;buset bilang pelit tabung jerit kuras sandwich generation kuatkuatin hidup tua moga lekas bahagia;Negative
1054;apa diri sandwich generation habis;Negative
1055;colegemenfes kakak doang tertawa sandwich generation bikin uang habis ngebiayain keluarga besar tertawa hebat blio semangat nguliahin anakanaknya;Positive
1056;hubung kriteria pisces trust isue wanita karir got her own company anak tungal broken rumah sandwich generation wth perjalananhidup realstory ajar pisces redflag brokenhome;Neutral
1057;r litena sandwich generation cant hubung kakak;Neutral
1058;gasfeb iya jamn skrmah lumrah anak beban biayain adik sandwich generation iya anak;Negative
1059;umr anak bungsu sandwich generation dinaikin teh;Neutral
1060;sandwich generation sandwich future insha allah cemara abiez;Positive
1061;surup hrdbacot kasihan sandwich generation;Negative
1062;masuk ptn orang tua pns berat jir rasa susah payah bayar ukt golong tingi sandwich generation inded;Negative
1063;kenapasih kultur indonesia anak nafkah orang tua kerja alias sandwich generation tangungan rumah tanga;Negative
1064;danielkosw fes suami sandwich generation iya;Neutral
1065;juang ekstra sabar ikhlas iya sehatsehat sandwich generation;Positive
1066;orang ukur sibuk senang korban keluarga orangorang takut sandwich generation tawar nangung utang papa;Negative
1067;rapopo sandwich generation apa sing iku adan mesti henti anakanaku ngalamin;Negative
1068;kikols gen sandwich generation transfer uang keluarga bayar kuliah mengeneralisasi iya mbok;Neutral
1069;rayqusa anak perempuan keluarga tengah sandwich generation gaji nyerempet umr tertawa baca;Neutral
1070;sandwich generation erti dampak cegah;Neutral
1071;anak sandwich generation bisa dana anak;Neutral
1072;sandwich generation orangtuanya bayar tidak tahu iya pikir pendek kasih uang;Negative
1073;jakarta ngekos juta nyaman tinggal orang tua hemat catat sandwich generation;Neutral
1074;oh iya buku kait tanah rantau sandwich generation kayak hubung buku;Negative
1075;bal kost kak transport khari makan khari laundry kak mingu self reward kak sisa iya sandwich generation;Neutral
1076;keluar iya allah sandwich generation;Negative
1077;nyimaz nyata sandwich generation kadang sayang beban;Negative
1078;imejin kerja kayak sapi perah enggak bisa nikmat hasil sandwich generation;Negative
1079;jare wongwong jamane sandwich generation jebul ngeneiki mbesok sarapane sandwich pangan sitik ro ngombe susu koyo ning pilempilem;Positive
1080;anak kualitas orang bodoh urus kasihan sandwich generation;Negative
1081;mfatahilahakbar sandwich generation tengah taxpayers;Neutral
1082;ciloqciliq anak sandwich generation singkir pribadi keluarga;Negative
1083;tanyakanrl enggak punya tabung sandwich generation;Neutral
1084;juta surabaya single sandwich generation;Neutral
1085;linabosanova sandwich generation gaji ngendep hari duit rekening habis besok didistribusin ditangung cant hubung;Neutral
1086;convomfs teman semangat iya sandwich generation mudah kadang aku lari cari tega;Positive
1087;ong dedy sandwich generation alias kasih orang tua mertua juta;Neutral
1088;tanggal gaji habis sandwich generation;Negative
1089;of sojourne sandwichnya janganjangan sandwich generation iya menuhin butuh harap orang tua;Positive
1090;cinamon kak manis fedtriyahya sandwich generation jaga orang tua anak;Negative
1091;tengah ramai terima kipk sesuai manusia sandwich generation juang sekolah sang anak yatim bungsu;Neutral
1092;habis baca thread almarhum jabro salah besar orang tua anak sandwich generation;Neutral
1093;jejeiy ryohanz asli sandwich generation garis keras pokok tuntut senang orang tua orang jawa kedonyan alias mata duit serakah gilir sakit gubris bayang;Negative
1094;gen sandwich generation keluarga miskin struktural uji berat;Neutral
1095;alianz syariah rilis produk sandwich generation siap waris bisnis;Neutral
1096;sandwich generation semangat serah seok temu tentram;Positive
1097;undipmenfes kabar anak pegawai negeri orang tua sandwich generation kuliah anak hutang;Neutral
1098;kasihan adeknya salah faktor lahir sandwich generation;Negative
1099;enggak mau omong istri anak basi ketimbang omong sandwich generation muncul batas orang zaman sadar dana pensiun;Negative
1100;nengnied pns garis lucu grup sandwich generation nang pojok;Neutral
1101;cgrtsaftercry amin semangat sandwich generation;Positive
1102;zulnaidi habis sandwich generation lingkup boros parent;Negative
1103;iya allah sandwich generation adeku gadis sd tolong mudah iya allah;Neutral
1104;ot orang tua waris sandwich generation cant hubung;Neutral
1105;curiga sandwich generation iya cruel;Negative
1106;putus lingkar sandwich generation mati habis;Negative
1107;sandwich generation aplause berat isi sandwich adik;Neutral
1108;sandwich generation biayain anak orang tua iya biayain orang tua doang;Negative
1109;anjing oh anjing sandwich generation bangsat;Negative
1110;umur single tabung juta sandwich generation cung;Neutral
1111;sandwich generation menang serah tuhan semesta alam baca tuhan knows;Neutral
1112;kuat kuat iya pundak anak kakak perempuan sandwich generation banyak sabar kesal iya allah kesal menang;Negative
1113;jmazey kasihan bts kena sandwich generation;Negative
1114;soyoung gadis generation kayak bingung iya sayang cia sandwich generation;Positive
1115;pikirpikir bangtan sandwich generation peran;Neutral
1116;raga korban sandwich generation iya semuamua kerjain umur beban tulang pingul keluarga;Negative
1117;raga korban sandwich generation iya semuamua kerjain;Negative
1118;floufrubi gaji kelah konser sandwich generation;Neutral
1119;jaga lilin payday acara biar tangis bangtan nasib sandwich generation;Neutral
1120;sandwich generation tarik bahas generasi alami tangungan lebih jalan rumah tanganya trik jitu atur uang rumah tanga sandwich generation;Neutral
1121;cipta sandwich generation hidup sandwich menangung besar anak orang tua perempuan sapa kiki;Neutral
1122;kotakmakan mas sandwich generation iya kakak pese murah;Positive
1123;pesan surya sandwich generation talkpod;Neutral
1124;enak sandwich generation rumah kuat;Positive
1125;tanyarlfes raya loving anakanak biar pada jener kardashian kena sandwich generation kurang materi;Neutral
1126;kerja keras mumpung usia produktif anak sandwich generation;Positive
1127;mental anak sandwich generation ragu;Negative
1128;tyows bruno definisi sandwich generation emyu;Neutral
1129;indina framingnya sandwich generation keluarga raya;Neutral
1130;nama sandwich generation an iya contoh nyata;Neutral
1131;sandwich generation gaji turun diboking bayar;Negative
1132;ibnuyudi ngumpulin kakak maklum sandwich generation;Neutral
1133;buset serafim idol sandwich generation paksa dewasa usia muda iya moga diusahain maksimal sisi iya;Neutral
1134;crysect sandwich generation but gapapa luka;Neutral
1135;oaspontan ah tau byasalah beban sandwich generation iya hiksrot;Negative
1136;sandwich generation dijulidin twet tertawa;Negative
1137;anak kasihan anak sepi apapa tante tante anak calon sandwich generation;Negative
1138;yalah orangtua sehat umur anak sukses sandwichgeneration;Positive
1139;kadang titik jenuh penuh tuntut butuh keluarga manusia kadang nikmat hidup sandwichgeneration generasirotilapis;Negative
1140;sehat sehat juang sandwich generation sumpah hebat;Positive
1141;anak penuh privilege nasihatin nabung sandwich generation buka dengar mukul;Neutral
1142;kepala jhyamur gila iya kaya bilang sandwich generation;Negative
1143;blgnya sandwich generation keluarga raya maksud;Neutral
1144;asa hubung sandwich generation kakak;Neutral
1145;kepala eksekutif awas perilaku laku usaha jasa uang edukasi lindung konsumen ojk friderica widyasari dewi imbau putus sandwich generation pintar news;Neutral
1146;sosmedkeras mantap abang buka tiktok sandwich generation salut;Positive
1147;yustine melinda gelios anonjawa berpontensi sandwich generation;Neutral
1148;bapa nyuruh sandwich generation beliau kerja pensiun;Negative
1149;absen sandwich generation anak sulung ngomongngomong adik kampung kakak arya;Negative
1150;gelios anonjawa didik gratis keluarga sarjana potensi bikin sandwich generation sengaknya baik taraf hidup masyarakat pelanpelan makan gratis hari doang manfatnya;Neutral
1151;bisikeluarga iya allah iya rab sedih baca sandwich generation pahambgt moga abang sender beri sehat rezeki limpah ruah amin;Negative
1152;orang tua daya their prime bikin pasive income tua anak alhamdulilah sandwich generation;Positive
1153;keluh sandwich gnration bukti bertangung orang tua;Neutral
1154;sehat sehat anak sandwich generation;Positive
1155;kabarpenumpang siapsiap taksaka sancaka argo sandwich generation;Neutral
